Ref_lead_author	Ref_publication_date	Ref_journal	Cell_stack_sequence	Cell_area_measured	Cell_number_of_cells_per_substrate	Cell_architecture	Cell_flexible	Cell_semitransparent	Module	Module_number_of_cells_in_module	Substrate_stack_sequence	ETL_stack_sequence	ETL_deposition_procedure	Perovskite_single_crystal	Perovskite_dimension_0D	Perovskite_dimension_2D	Perovskite_dimension_2D3D_mixture	Perovskite_dimension_3D	Perovskite_dimension_3D_with_2D_capping_layer	Perovskite_dimension_list_of_layers	Perovskite_composition_perovskite_ABC3_structure	Perovskite_composition_perovskite_inspired_structure	Perovskite_composition_long_form	Perovskite_composition_inorganic	Perovskite_composition_leadfree	Perovskite_band_gap	Perovskite_band_gap_graded	Perovskite_band_gap_estimation_basis	Perovskite_deposition_number_of_deposition_steps	Perovskite_deposition_procedure	Perovskite_deposition_aggregation_state_of_reactants	Perovskite_deposition_synthesis_atmosphere	Perovskite_deposition_solvents	Perovskite_deposition_solvents_mixing_ratios	Perovskite_deposition_quenching_induced_crystallisation	Perovskite_deposition_thermal_annealing_temperature	Perovskite_deposition_thermal_annealing_time	Perovskite_deposition_solvent_annealing	HTL_stack_sequence	HTL_additives_compounds	HTL_deposition_procedure	Backcontact_stack_sequence	Backcontact_thickness_list	Backcontact_deposition_procedure	Add_lay_front	Add_lay_back	Encapsulation	JV_measured	JV_average_over_n_number_of_cells	JV_certified_values	JV_light_intensity	JV_reverse_scan_Voc	JV_reverse_scan_Jsc	JV_reverse_scan_FF	JV_reverse_scan_PCE	JV_default_Voc	JV_default_Jsc	JV_default_FF	JV_default_PCE	JV_default_Voc_scan_direction	JV_default_Jsc_scan_direction	JV_default_FF_scan_direction	JV_default_PCE_scan_direction	buffer
Wang et al.	2019/8/2	Nano Energy	SLG | FTO | SnO2-c | Al2O3-mp | NiO-np | Perovskite | Spiro-MeOTAD | Au	0.17	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	SnO2-c | Al2O3-mp | NiO-np	Spin-coating | Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Air	DMF	1	FALSE	130	90	FALSE	Spiro-MeOTAD		Spin-coating	Au		Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.01	23.32	0.753	17.71	1.01	23.32	0.753	17.71	Reversed	Reversed	Reversed	Reversed	buffer
Wang et al.	2019/8/2	Nano Energy	SLG | FTO | SnO2-c | Al2O3-mp | NiO-np | Perovskite | Spiro-MeOTAD | Au	0.17	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	SnO2-c | Al2O3-mp | NiO-np	Spin-coating | Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Air	DMF	1	FALSE	130	90	FALSE	Spiro-MeOTAD		Spin-coating	Au		Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	0.99	21.92	0.702	15.37	0.99	21.92	0.702	15.37	Reversed	Reversed	Reversed	Reversed	buffer
Wang et al.	2019/8/2	Nano Energy	SLG | FTO | SnO2-c | Al2O3-mp | NiO-np | Perovskite | Spiro-MeOTAD | Au	0.17	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	SnO2-c | Al2O3-mp | NiO-np	Spin-coating | Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Air	DMF	1	FALSE	130	90	FALSE	Spiro-MeOTAD		Spin-coating	Au		Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	0.98	20.81	0.681	13.38	0.98	20.81	0.681	13.38	Reversed	Reversed	Reversed	Reversed	buffer
Wang et al.	2019/8/2	Nano Energy	SLG | FTO | SnO2-c | Al2O3-mp | NiO-np | Perovskite | Spiro-MeOTAD | Au	0.17	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	SnO2-c | Al2O3-mp | NiO-np	Spin-coating | Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Air	DMF	1	FALSE	130	90	FALSE	Spiro-MeOTAD		Spin-coating	Au		Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.03	23.11	0.78	18.56	1.03	23.11	0.78	18.56	Reversed	Reversed	Reversed	Reversed	buffer
Wang et al.	2019/8/2	Nano Energy	SLG | FTO | SnO2-c | Al2O3-mp | NiO-np | Perovskite | Spiro-MeOTAD | Au	0.17	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	SnO2-c | Al2O3-mp | NiO-np	Spin-coating | Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Air	DMF	1	FALSE	130	90	FALSE	Spiro-MeOTAD		Spin-coating	Au		Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	0.993	22.04	0.708	15.48	0.993	22.04	0.708	15.48	Reversed	Reversed	Reversed	Reversed	buffer
Wang et al.	2019/8/2	Nano Energy	SLG | FTO | SnO2-c | Al2O3-mp | NiO-np | Perovskite | Spiro-MeOTAD | Au	0.17	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	SnO2-c | Al2O3-mp | NiO-np	Spin-coating | Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Air	DMF	1	FALSE	130	90	FALSE	Spiro-MeOTAD		Spin-coating	Au		Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.007	22.27	0.71	15.93	1.007	22.27	0.71	15.93	Reversed	Reversed	Reversed	Reversed	buffer
Wang et al.	2019/8/2	Nano Energy	SLG | FTO | SnO2-c | Al2O3-mp | NiO-np | Perovskite | Spiro-MeOTAD | Au	0.17	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	SnO2-c | Al2O3-mp | NiO-np	Spin-coating | Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Air	DMF	1	FALSE	130	90	FALSE	Spiro-MeOTAD		Spin-coating	Au		Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1	20.1	0.798	16.03	1	20.1	0.798	16.03	Reversed	Reversed	Reversed	Reversed	buffer
Wang et al.	2019/8/2	Nano Energy	SLG | FTO | SnO2-c | Al2O3-mp | NiO-np | Perovskite | Spiro-MeOTAD | Au	0.17	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	SnO2-c | Al2O3-mp | NiO-np	Spin-coating | Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Air	DMF	1	FALSE	130	90	FALSE	Spiro-MeOTAD		Spin-coating	Au		Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	0.986	20.12	0.728	14.43	0.986	20.12	0.728	14.43	Reversed	Reversed	Reversed	Reversed	buffer
Wang et al.	2019/8/2	Nano Energy	SLG | FTO | SnO2-c | Al2O3-mp | NiO-np | Perovskite | Spiro-MeOTAD | Au	0.17	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	SnO2-c | Al2O3-mp | NiO-np	Spin-coating | Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	MAPbI3	FALSE	FALSE	1.6	FALSE	Composition	1	Spin-coating	Liquid	Air	DMF	1	FALSE	130	90	FALSE	Spiro-MeOTAD		Spin-coating	Au		Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	0.992	21.21	0.698	14.68	0.992	21.21	0.698	14.68	Reversed	Reversed	Reversed	Reversed	buffer
Li et al.	2019/7/3	Advanced Materials	SLG | FTO | TiO2-c | Perovskite | Spiro-MeTAD | Au	0.1	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	CBD	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	2	FALSE	FALSE	(BEA)0.5MA3Pb3I10	FALSE	FALSE		FALSE		1	Spin-coating	Liquid	N2	DMF; DMSO	4; 1	FALSE	100	10	FALSE	Spiro-MeOTAD	Li-TFSI; TBP	Spin-coating	Au	100	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.06	20.61	0.681	14.86	1.06	20.61	0.681	14.86	Reversed	Reversed	Reversed	Reversed	buffer
Li et al.	2019/7/3	Advanced Materials	SLG | FTO | TiO2-c | Perovskite | Spiro-MeTAD | Au	0.1	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	CBD	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	2	FALSE	FALSE	BA2MA3Pb4I13	FALSE	FALSE		FALSE		1	Spin-coating	Liquid	N2	DMF; DMSO	4; 1	FALSE	100	10	FALSE	Spiro-MeOTAD	Li-TFSI; TBP	Spin-coating	Au	100	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.05	17.7	0.62	11.52	1.05	17.7	0.62	11.52	Reversed	Reversed	Reversed	Reversed	buffer
Li et al.	2019/7/3	Advanced Materials	SLG | FTO | TiO2-c | Perovskite | Spiro-MeTAD | Au	0.1	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	CBD	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	2	FALSE	FALSE	(BEA)0.5Cs0.15FA2.36MA0.48Pb3Br1.7I0.83	FALSE	FALSE		FALSE		1	Spin-coating	Liquid	N2	DMF; DMSO	4; 1	FALSE	100	10	FALSE	Spiro-MeOTAD	Li-TFSI; TBP	Spin-coating	Au	100	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.1	21.89	0.722	17.39	1.1	21.89	0.722	17.39	Reversed	Reversed	Reversed	Reversed	buffer
Li et al.	2019/7/3	Advanced Materials	SLG | FTO | TiO2-c | Perovskite | Spiro-MeTAD | Au	0.1	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	CBD	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	2	FALSE	FALSE	BA2Cs0.1FA2.36MA0.48Pb3Br1.7I0.83	FALSE	FALSE		FALSE		1	Spin-coating	Liquid	N2	DMF; DMSO	4; 1	FALSE	100	10	FALSE	Spiro-MeOTAD	Li-TFSI; TBP	Spin-coating	Au	100	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.1	20.81	0.613	13.96	1.1	20.81	0.613	13.96	Reversed	Reversed	Reversed	Reversed	buffer
Li et al.	2019/7/3	Advanced Materials	SLG | FTO | TiO2-c | Perovskite | Spiro-MeTAD | Au	0.1	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	CBD	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	2	FALSE	FALSE	(BEA)0.5Cs0.15FA2.36MA0.48Pb3Br1.7I0.83	FALSE	FALSE		FALSE		1	Spin-coating	Liquid	N2	DMF; DMSO	4; 1	FALSE	100	10	FALSE	Spiro-MeOTAD	Li-TFSI; TBP	Spin-coating	Au	100	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.1	21.89	0.722	17.39	1.1	21.89	0.722	17.39	Reversed	Reversed	Reversed	Reversed	buffer
Li et al.	2019/7/3	Advanced Materials	SLG | FTO | TiO2-c | Perovskite | Spiro-MeTAD | Au	0.1	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	CBD	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	2	FALSE	FALSE	BA2Cs0.1FA2.36MA0.48Pb3Br1.7I0.83	FALSE	FALSE		FALSE		1	Spin-coating	Liquid	N2	DMF; DMSO	4; 1	FALSE	100	10	FALSE	Spiro-MeOTAD	Li-TFSI; TBP	Spin-coating	Au	100	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.1	20.81	0.613	13.96	1.1	20.81	0.613	13.96	Reversed	Reversed	Reversed	Reversed	buffer
Li et al.	2019/7/3	Advanced Materials	SLG | FTO | TiO2-c | Perovskite | Spiro-MeTAD | Au	0.1	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	CBD	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	2	FALSE	FALSE	(BEA)0.5Cs0.15FA2.36MA0.48Pb3Br1.7I0.83	FALSE	FALSE		FALSE		1	Spin-coating	Liquid	N2	DMF; DMSO	4; 1	FALSE	100	10	FALSE	Spiro-MeOTAD	Li-TFSI; TBP	Spin-coating	Au	100	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.1	21.89	0.722	17.39	1.1	21.89	0.722	17.39	Reversed	Reversed	Reversed	Reversed	buffer
Li et al.	2019/7/3	Advanced Materials	SLG | FTO | TiO2-c | Perovskite | Spiro-MeTAD | Au	0.1	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	CBD	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	2	FALSE	FALSE	BA2Cs0.1FA2.36MA0.48Pb3Br1.7I0.83	FALSE	FALSE		FALSE		1	Spin-coating	Liquid	N2	DMF; DMSO	4; 1	FALSE	100	10	FALSE	Spiro-MeOTAD	Li-TFSI; TBP	Spin-coating	Au	100	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.1	20.81	0.613	13.96	1.1	20.81	0.613	13.96	Reversed	Reversed	Reversed	Reversed	buffer
Li et al.	2019/7/3	Advanced Materials	SLG | FTO | TiO2-c | Perovskite | Spiro-MeTAD | Au	0.1	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	CBD	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	2	FALSE	FALSE	(BEA)0.5Cs0.15FA2.36MA0.48Pb3Br1.7I0.83	FALSE	FALSE		FALSE		1	Spin-coating	Liquid	N2	DMF; DMSO	4; 1	FALSE	100	10	FALSE	Spiro-MeOTAD	Li-TFSI; TBP	Spin-coating	Au	100	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.1	21.89	0.722	17.39	1.1	21.89	0.722	17.39	Reversed	Reversed	Reversed	Reversed	buffer
Li et al.	2019/7/3	Advanced Materials	SLG | FTO | TiO2-c | Perovskite | Spiro-MeTAD | Au	0.1	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	CBD	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	2	FALSE	FALSE	BA2Cs0.1FA2.36MA0.48Pb3Br1.7I0.83	FALSE	FALSE		FALSE		1	Spin-coating	Liquid	N2	DMF; DMSO	4; 1	FALSE	100	10	FALSE	Spiro-MeOTAD	Li-TFSI; TBP	Spin-coating	Au	100	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.1	20.81	0.613	13.96	1.1	20.81	0.613	13.96	Reversed	Reversed	Reversed	Reversed	buffer
Yan et al.	2019/9/25	Sustainable Energy & Fuels	SLG | ITO | SnO2-np | Perovskite | Spiro-MeTAD | Ag	0.1	0	nip	FALSE	FALSE	FALSE	0	SLG | ITO	SnO2-np	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	FA0.83MA0.17PbBr0.51I2.49	FALSE	FALSE		FALSE		1	Spin-coating	Liquid	N2	DMF; DMSO	2; 1	TRUE	140	10	FALSE	Spiro-MeOTAD	Li-TFSI; TBP	Spin-coating	Ag	80	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.18	20.04	0.759	19.63	1.18	20.04	0.759	19.63	Reversed	Reversed	Reversed	Reversed	buffer
Liu et al.	2019/10/1	Journal of Power Sources	SLG | FTO | TiO2-c | Perovskite | CuPc | Carbon	0.071	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	CsPbBr3	TRUE	FALSE		FALSE		2	Spin-coating >> Spin-coating	Liquid >> Liquid	Unknown	DMF >> Methanol	1 >> 1	FALSE	90.0 >> 250.0	60.0 >> 5.0	FALSE	CuPc		Evaporation	Carbon		Doctor blading	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.292	7.36	0.73	6.94	1.292	7.36	0.73	6.16	Reversed	Reversed	Reversed	Stabilised	buffer
Liu et al.	2019/10/1	Journal of Power Sources	SLG | FTO | TiO2-c | Perovskite | CuPc | Carbon	0.071	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	CsPbBr3	TRUE	FALSE		FALSE		2	Spin-coating >> Spin-coating	Liquid >> Liquid	Unknown	DMF >> Methanol	1 >> 1	FALSE	90.0 >> 250.0	60.0 >> 5.0	FALSE	CuPc		Evaporation	Carbon		Doctor blading	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.269	7.25	0.727	6.68	1.269	7.25	0.727	5.69	Reversed	Reversed	Reversed	Stabilised	buffer
Liu et al.	2019/10/1	Journal of Power Sources	SLG | FTO | TiO2-c | Perovskite | CuPc | Carbon	0.071	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	CsPbBr3	TRUE	FALSE		FALSE		2	Spin-coating >> Spin-coating	Liquid >> Liquid	Unknown	DMF >> Methanol	1 >> 1	FALSE	90.0 >> 250.0	60.0 >> 5.0	FALSE	CuPc		Evaporation	Carbon		Doctor blading	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.362	7.92	0.793	8.55	1.362	7.92	0.793	7.95	Reversed	Reversed	Reversed	Stabilised	buffer
Liu et al.	2019/10/1	Journal of Power Sources	SLG | FTO | TiO2-c | Perovskite | CuPc | Carbon	0.071	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	CsPbBr3	TRUE	FALSE		FALSE		2	Spin-coating >> Spin-coating	Liquid >> Liquid	Unknown	DMF >> Methanol	1 >> 1	FALSE	90.0 >> 250.0	60.0 >> 5.0	FALSE	CuPc		Evaporation	Carbon		Doctor blading	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.315	7.48	0.741	7.29	1.315	7.48	0.741	6.57	Reversed	Reversed	Reversed	Stabilised	buffer
Liu et al.	2019/10/1	Journal of Power Sources	SLG | FTO | TiO2-c | Perovskite | CuPc | Carbon	0.071	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	CsPbBr3	TRUE	FALSE		FALSE		2	Spin-coating >> Spin-coating	Liquid >> Liquid	Unknown	DMF >> Methanol	1 >> 1	FALSE	90.0 >> 250.0	60.0 >> 5.0	FALSE	CuPc		Evaporation	Carbon		Doctor blading	FALSE	FALSE	FALSE	TRUE	25	FALSE	100	1.255	7.02	0.707	6.23	1.255	7.02	0.707	6.23	Reversed	Reversed	Reversed	Reversed	buffer
Liu et al.	2019/10/1	Journal of Power Sources	SLG | FTO | TiO2-c | Perovskite | CuPc | Carbon	0.071	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	CsPbBr3	TRUE	FALSE		FALSE		2	Spin-coating >> Spin-coating	Liquid >> Liquid	Unknown	DMF >> Methanol	1 >> 1	FALSE	90.0 >> 250.0	60.0 >> 5.0	FALSE	CuPc		Evaporation	Carbon		Doctor blading	FALSE	FALSE	FALSE	TRUE	25	FALSE	100	1.246	6.81	0.71	6.02	1.246	6.81	0.71	6.02	Reversed	Reversed	Reversed	Reversed	buffer
Liu et al.	2019/10/1	Journal of Power Sources	SLG | FTO | TiO2-c | Perovskite | CuPc | Carbon	0.071	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	CsPbBr3	TRUE	FALSE		FALSE		2	Spin-coating >> Spin-coating	Liquid >> Liquid	Unknown	DMF >> Methanol	1 >> 1	FALSE	90.0 >> 250.0	60.0 >> 5.0	FALSE	CuPc		Evaporation	Carbon		Doctor blading	FALSE	FALSE	FALSE	TRUE	25	FALSE	100	1.325	7.79	0.774	7.99	1.325	7.79	0.774	7.99	Reversed	Reversed	Reversed	Reversed	buffer
Liu et al.	2019/10/1	Journal of Power Sources	SLG | FTO | TiO2-c | Perovskite | CuPc | Carbon	0.071	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	TRUE	FALSE	CsPbBr3	TRUE	FALSE		FALSE		2	Spin-coating >> Spin-coating	Liquid >> Liquid	Unknown	DMF >> Methanol	1 >> 1	FALSE	90.0 >> 250.0	60.0 >> 5.0	FALSE	CuPc		Evaporation	Carbon		Doctor blading	FALSE	FALSE	FALSE	TRUE	25	FALSE	100	1.276	7.17	0.713	6.52	1.276	7.17	0.713	6.52	Reversed	Reversed	Reversed	Reversed	buffer
Li et al.	2019/10/1	ACS Energy Letters	SLG | FTO | TiO2-c | Perovskite | PTAA | MoO3 | Ag	0.725	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	CBD	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0	TRUE	FALSE	CsPbI3	TRUE	FALSE	1.76	FALSE		1	Spin-coating	Liquid	Dry air	Hexane	1	FALSE	Unknown	Unknown	FALSE	PTAA	LAD	Spin-coating	MoO3 | Ag	8.0 | 100.0	Evaporation | Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.25	13.83	0.72	12.3	1.25	13.83	0.72	12.3	Reversed	Reversed	Reversed	Reversed	buffer
Li et al.	2019/10/1	ACS Energy Letters	SLG | FTO | TiO2-c | Perovskite | PTAA | MoO3 | Ag	0.725	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	CBD	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0	TRUE	FALSE	CsPbI3	TRUE	FALSE	1.76	FALSE		1	Spin-coating	Liquid	Dry air	Hexane	1	FALSE	Unknown	Unknown	FALSE	PTAA	LAD	Spin-coating	MoO3 | Ag	8.0 | 100.0	Evaporation | Evaporation	FALSE	FALSE	FALSE	TRUE	2	FALSE	100	1.22	13.34	0.7	11.9	1.22	13.34	0.7	11.9	Reversed	Reversed	Reversed	Reversed	buffer
Li et al.	2019/10/1	ACS Energy Letters	SLG | FTO | TiO2-c | Perovskite | PTAA | MoO3 | Ag	0.725	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	CBD	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0	TRUE	FALSE	FAPbI3	FALSE	FALSE	1.52	FALSE		1	Spin-coating	Liquid	Dry air	Hexane	1	FALSE	Unknown	Unknown	FALSE	PTAA	LAD	Spin-coating	MoO3 | Ag	8.0 | 100.0	Evaporation | Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.15	15.97	0.66	12	1.15	15.97	0.66	12	Reversed	Reversed	Reversed	Reversed	buffer
Li et al.	2019/10/1	ACS Energy Letters	SLG | FTO | TiO2-c | Perovskite | PTAA | MoO3 | Ag	0.725	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	CBD	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0	TRUE	FALSE	FAPbI3	FALSE	FALSE	1.52	FALSE		1	Spin-coating	Liquid	Dry air	Hexane	1	FALSE	Unknown	Unknown	FALSE	PTAA	LAD	Spin-coating	MoO3 | Ag	8.0 | 100.0	Evaporation | Evaporation	FALSE	FALSE	FALSE	TRUE	2	FALSE	100	1.13	15.72	0.65	11.7	1.13	15.72	0.65	11.7	Reversed	Reversed	Reversed	Reversed	buffer
Li et al.	2019/10/1	ACS Energy Letters	SLG | FTO | TiO2-c | Perovskite | PTAA | MoO3 | Ag	0.725	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	CBD	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.0 | 0.0	FALSE	FALSE	CsPbI3 | FAPbI3	FALSE	FALSE		FALSE		2	Spin-coating >> Spin-coating	Liquid >> Liquid	Dry air >> Dry air	Hexane >> Octane	1 >> 1	FALSE	Unknown	Unknown	FALSE	PTAA	LAD	Spin-coating	MoO3 | Ag	8.0 | 100.0	Evaporation | Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	1.22	17.26	0.74	15.6	1.22	17.26	0.74	15.6	Reversed	Reversed	Reversed	Reversed	buffer
Li et al.	2019/10/1	ACS Energy Letters	SLG | FTO | TiO2-c | Perovskite | PTAA | MoO3 | Ag	0.725	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c	CBD	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0.0 | 0.0	FALSE	FALSE	CsPbI3 | FAPbI3	FALSE	FALSE		FALSE		2	Spin-coating >> Spin-coating	Liquid >> Liquid	Dry air >> Dry air	Hexane >> Octane	1 >> 1	FALSE	Unknown	Unknown	FALSE	PTAA	LAD	Spin-coating	MoO3 | Ag	8.0 | 100.0	Evaporation | Evaporation	FALSE	FALSE	FALSE	TRUE	2	FALSE	100	1.2	16.7	0.74	15.2	1.2	16.7	0.74	15.2	Reversed	Reversed	Reversed	Reversed	buffer
Liang et al.	2019/10/25	The Journal of Physical Chemistry C	SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Ag	0.1	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c | TiO2-mp	Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	FALSE	TRUE	CsBi3I10	TRUE	TRUE	1.78	FALSE		1	Spin-coating	Liquid	Unknown	DMF; DMSO	1; 4	FALSE	160	20	FALSE	Spiro-MeOTAD		Spin-coating	Ag	90	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	0.34	2.3	0.32	0.25	0.34	2.3	0.32	0.25	Reversed	Reversed	Reversed	Reversed	buffer
Liang et al.	2019/10/25	The Journal of Physical Chemistry C	SLG | FTO | TiO2-c | TiO2-mp | Perovskite | Spiro-MeOTAD | Ag	0.1	0	nip	FALSE	FALSE	FALSE	0	SLG | FTO	TiO2-c | TiO2-mp	Spin-coating | Spin-coating	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	3	FALSE	TRUE	CsBi3I10	TRUE	TRUE	1.78	FALSE		1	Spin-coating	Liquid	Unknown	DMF; DMSO	1; 4	FALSE	160	20	TRUE	Spiro-MeOTAD		Spin-coating	Ag	90	Evaporation	FALSE	FALSE	FALSE	TRUE	1	FALSE	100	0.53	4.31	0.46	1.05	0.53	4.31	0.46	1.05	Reversed	Reversed	Reversed	Reversed	buffer
